
Dump of file C:\Windows\System32\WsmSvc.dll
       1889  760 0005D6B0 ?Acquire@?$SafeMap_Lock@_KPEAVSendPacketArgs@RobustConnectionBuffer@@V?$SafeMap_Iterator@_KPEAVSendPacketArgs@RobustConnectionBuffer@@@@@@QEAAXXZ
       1890  761 0006F3E0 ?Acquire@CWSManCriticalSection@@QEAAXXZ
       1891  762 0005D710 ?AcquireExclusive@FastLock@@QEAAXXZ
       1892  763 0005D750 ?AcquireShared@FastLock@@QEAAXXZ
       1893  764 0005D790 ?Acquired@?$SafeMap_Lock@PEAVCCertMapping@@UEmpty@@V?$SafeMap_Iterator@PEAVCCertMapping@@UEmpty@@@@@@QEAA_NXZ
       1894  765 0005D790 ?Acquired@?$SafeMap_Lock@PEAVCListenerConnect@@PEAV1@V?$SafeMap_Iterator@PEAVCListenerConnect@@PEAV1@@@@@QEAA_NXZ
       1895  766 0005D790 ?Acquired@?$SafeMap_Lock@PEAVCListenerOperation@@UEmpty@@V?$SafeMap_Iterator@PEAVCListenerOperation@@UEmpty@@@@@@QEAA_NXZ
       1896  767 0005D790 ?Acquired@?$SafeMap_Lock@PEAVCListenerReceive@@PEAV1@V?$SafeMap_Iterator@PEAVCListenerReceive@@PEAV1@@@@@QEAA_NXZ
       1897  768 0005D790 ?Acquired@?$SafeMap_Lock@PEAVCListenerSend@@PEAV1@V?$SafeMap_Iterator@PEAVCListenerSend@@PEAV1@@@@@QEAA_NXZ
       1898  769 0005D790 ?Acquired@?$SafeMap_Lock@PEAVCListenerSignal@@PEAV1@V?$SafeMap_Iterator@PEAVCListenerSignal@@PEAV1@@@@@QEAA_NXZ
       1899  76A 0005D790 ?Acquired@?$SafeMap_Lock@PEAVCShellUriSettings@@UEmpty@@V?$SafeMap_Iterator@PEAVCShellUriSettings@@UEmpty@@@@@@QEAA_NXZ
       1900  76B 0005D790 ?Acquired@?$SafeMap_Lock@PEAVCollector@@UEmpty@@V?$SafeMap_Iterator@PEAVCollector@@UEmpty@@@@@@QEAA_NXZ
       1901  76C 0005D790 ?Acquired@?$SafeMap_Lock@PEAVHostOperation@@UEmpty@@V?$SafeMap_Iterator@PEAVHostOperation@@UEmpty@@@@@@QEAA_NXZ
       1902  76D 0005D790 ?Acquired@?$SafeMap_Lock@PEAVIOperation@@UEmpty@@V?$SafeMap_Iterator@PEAVIOperation@@UEmpty@@@@@@QEAA_NXZ
       1903  76E 0005D790 ?Acquired@?$SafeMap_Lock@PEAVListenerSourceSubscription@@UEmpty@@V?$SafeMap_Iterator@PEAVListenerSourceSubscription@@UEmpty@@@@@@QEAA_NXZ
       1904  76F 0005D790 ?Acquired@?$SafeMap_Lock@PEAVPushSubscription@@UEmpty@@V?$SafeMap_Iterator@PEAVPushSubscription@@UEmpty@@@@@@QEAA_NXZ
       1905  770 0005D790 ?Acquired@?$SafeMap_Lock@PEAXUEmpty@@V?$SafeMap_Iterator@PEAXUEmpty@@@@@@QEAA_NXZ
       1906  771 0005D790 ?Acquired@?$SafeMap_Lock@UPluginKey@@KV?$SafeMap_Iterator@UPluginKey@@K@@@@QEAA_NXZ
       1907  772 0005D790 ?Acquired@?$SafeMap_Lock@UUserKey@@PEAVBlockedRecord@@V?$SafeMap_Iterator@UUserKey@@PEAVBlockedRecord@@@@@@QEAA_NXZ
       1908  773 0005D790 ?Acquired@?$SafeMap_Lock@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@V?$SafeMap_Iterator@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@@@@@QEAA_NXZ
       1909  774 0005D790 ?Acquired@?$SafeMap_Lock@VGuidKey@@PEAVCListenerCommand@@V?$SafeMap_Iterator@VGuidKey@@PEAVCListenerCommand@@@@@@QEAA_NXZ
       1910  775 0005D790 ?Acquired@?$SafeMap_Lock@VKey@Locale@@KV?$SafeMap_Iterator@VKey@Locale@@K@@@@QEAA_NXZ
       1911  776 0005D790 ?Acquired@?$SafeMap_Lock@VStringKeyCI@@KV?$SafeMap_Iterator@VStringKeyCI@@K@@@@QEAA_NXZ
       1912  777 0005D790 ?Acquired@?$SafeMap_Lock@VStringKeyCI@@UEmpty@@V?$SafeMap_Iterator@VStringKeyCI@@UEmpty@@@@@@QEAA_NXZ
       1913  778 0005D790 ?Acquired@?$SafeMap_Lock@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@V?$SafeMap_Iterator@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@@@@@QEAA_NXZ
       1914  779 0005D790 ?Acquired@?$SafeMap_Lock@VStringKeyStore@@PEAVExpiredOperationIdRecord@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@@@QEAA_NXZ
       1915  77A 0005D790 ?Acquired@?$SafeMap_Lock@VStringKeyStore@@PEAVServerFullDuplexChannel@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVServerFullDuplexChannel@@@@@@QEAA_NXZ
       1916  77B 0005D790 ?Acquired@?$SafeMap_Lock@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@V?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@@@QEAA_NXZ
       1917  77C 0005D790 ?Acquired@?$SafeMap_Lock@_KPEAVSendPacketArgs@RobustConnectionBuffer@@V?$SafeMap_Iterator@_KPEAVSendPacketArgs@RobustConnectionBuffer@@@@@@QEAA_NXZ
       1918  77D 000CFF60 ?Add@?$SafeMap@PEAVCCertMapping@@UEmpty@@V?$SafeSet_Iterator@PEAVCCertMapping@@@@@@QEAA_NAEBQEAVCCertMapping@@AEBUEmpty@@AEAVIRequestContext@@@Z
       1919  77E 000CFF60 ?Add@?$SafeMap@PEAVCListenerOperation@@UEmpty@@V?$SafeSet_Iterator@PEAVCListenerOperation@@@@@@QEAA_NAEBQEAVCListenerOperation@@AEBUEmpty@@AEAVIRequestContext@@@Z
       1920  77F 000CFF60 ?Add@?$SafeMap@PEAVCShellUriSettings@@UEmpty@@V?$SafeSet_Iterator@PEAVCShellUriSettings@@@@@@QEAA_NAEBQEAVCShellUriSettings@@AEBUEmpty@@AEAVIRequestContext@@@Z
       1921  780 000CFF60 ?Add@?$SafeMap@PEAXUEmpty@@V?$SafeSet_Iterator@PEAX@@@@QEAA_NAEBQEAXAEBUEmpty@@AEAVIRequestContext@@@Z
       1922  781 00114690 ?Add@?$SafeMap@UPluginKey@@KV?$SafeMap_Iterator@UPluginKey@@K@@@@QEAA_NAEBUPluginKey@@AEBKAEAVIRequestContext@@@Z
       1923  782 00114820 ?Add@?$SafeMap@UUserKey@@PEAVBlockedRecord@@V?$SafeMap_Iterator@UUserKey@@PEAVBlockedRecord@@@@@@QEAA_NAEBUUserKey@@AEBQEAVBlockedRecord@@AEAVIRequestContext@@@Z
       1924  783 00179400 ?Add@?$SafeMap@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@V?$SafeMap_Iterator@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@@@@@QEAA_NAEBVCertThumbprintKey@@AEBVCertThumbprintMappedSet@CServiceConfigSettings@@AEAVIRequestContext@@@Z
       1925  784 00015310 ?Add@?$SafeMap@VKey@Locale@@KV?$SafeMap_Iterator@VKey@Locale@@K@@@@QEAA_NAEBVKey@Locale@@AEBKAEAVIRequestContext@@@Z
       1926  785 0011F1D0 ?Add@?$SafeMap@VStringKeyCI@@KV?$SafeMap_Iterator@VStringKeyCI@@K@@@@QEAA_NAEBVStringKeyCI@@AEBKAEAVIRequestContext@@@Z
       1927  786 00079A30 ?Add@?$SafeMap@VStringKeyCI@@UEmpty@@V?$SafeSet_Iterator@VStringKeyCI@@@@@@QEAA_NAEBVStringKeyCI@@AEBUEmpty@@AEAVIRequestContext@@@Z
       1928  787 0011F360 ?Add@?$SafeMap@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@V?$SafeMap_Iterator@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@@@@@QEAA_NAEBVStringKeyCI@@AEBUUSER_CONTEXT_INFO@WSManHttpListener@@AEAVIRequestContext@@@Z
       1929  788 00132810 ?Add@?$SafeMap@VStringKeyStore@@PEAVExpiredOperationIdRecord@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@@@QEAA_NAEBVStringKeyStore@@AEBQEAVExpiredOperationIdRecord@@AEAVIRequestContext@@@Z
       1930  789 00132810 ?Add@?$SafeMap@VStringKeyStore@@PEAVServerFullDuplexChannel@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVServerFullDuplexChannel@@@@@@QEAA_NAEBVStringKeyStore@@AEBQEAVServerFullDuplexChannel@@AEAVIRequestContext@@@Z
       1931  78A 0001BAF0 ?Add@?$SafeMap@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@V?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@@@QEAA_NAEBW4WSManSessionOption@@AEBQEAVOptionValue@SessionOptions@Client@WSMan@@AEAVIRequestContext@@@Z
       1932  78B 00094710 ?Add@?$SafeMap@_KPEAVSendPacketArgs@RobustConnectionBuffer@@V?$SafeMap_Iterator@_KPEAVSendPacketArgs@RobustConnectionBuffer@@@@@@QEAA_NAEB_KAEBQEAVSendPacketArgs@RobustConnectionBuffer@@AEAVIRequestContext@@@Z
       1933  78C 0011F4F0 ?Add@?$SafeSet@PEAVCCertMapping@@@@QEAA_NAEBQEAVCCertMapping@@AEAVIRequestContext@@@Z
       1934  78D 0011F4F0 ?Add@?$SafeSet@PEAVCListenerOperation@@@@QEAA_NAEBQEAVCListenerOperation@@AEAVIRequestContext@@@Z
       1935  78E 0011F4F0 ?Add@?$SafeSet@PEAVCShellUriSettings@@@@QEAA_NAEBQEAVCShellUriSettings@@AEAVIRequestContext@@@Z
       1936  78F 0011F4F0 ?Add@?$SafeSet@PEAX@@QEAA_NAEBQEAXAEAVIRequestContext@@@Z
       1937  790 00079BB0 ?Add@?$SafeSet@VStringKeyCI@@@@QEAA_NAEBVStringKeyCI@@AEAVIRequestContext@@@Z
       1938  791 00185770 ?AddDefaultPlugins@ConfigUpdate@@SAHPEAVIRequestContext@@H@Z
       1939  792 00074680 ?AddKey@CWSManResourceNoResourceUri@@QEAAHPEBG0PEAVIRequestContext@@@Z
       1940  793 0008BC20 ?AddMessage@CRequestContext@@AEAAHPEBGPEAPEAD1@Z
       1941  794 000746A0 ?AddOption@CWSManResourceNoResourceUri@@QEAAHPEBG0HPEAVIRequestContext@@@Z
       1942  795 00074730 ?AddOptionSet@CWSManResourceNoResourceUri@@QEAAHPEAU_WSMAN_OPTION_SET@@PEAVIRequestContext@@@Z
       1943  796 000866B0 ?AddPacket@PacketParser@@QEAA_NPEAVPacket@@_N11@Z
       1944  797 000977D0 ?AddRef@CWSManSecurityUI@@UEAAKXZ
       1945  798 00028670 ?AddRef@ILifeTimeMgmt@@UEAAJXZ
       1946  799 00114A10 ?AddRef@UserRecord@@QEAA_NAEAVIRequestContext@@@Z
       1947  79A 00175FC0 ?AddSource@CBaseConfigCache@@IEAAHPEAVIRequestContext@@PEAVCConfigChangeSource@@@Z
       1948  79B 00024FD0 ?AddToMap@CBaseConfigCache@@AEAAHPEAVIRequestContext@@AEAVAutoLocalFree@@@Z
       1949  79C 00011490 ?Alloc@WSManMemory@@SAPEAX_KHW4_NitsFaultMode@@@Z
       1950  79D 0006F270 ?AllocBstr@WSManMemory@@SAPEAGPEBGHH@Z
       1951  79E 0006F290 ?AllocBstrLen@WSManMemory@@SAPEAGPEBGIHH@Z
       1952  79F 000276C0 ?AllocCache@CClientConfigCache@@CAPEAVCBaseConfigCache@@XZ
       1953  7A0 00174CE0 ?AllocCache@CServiceConfigCache@@CAPEAVCBaseConfigCache@@XZ
       1954  7A1 001990E0 ?AllocCache@CWinRSPluginConfigCache@@CAPEAVCBaseConfigCache@@XZ
       1955  7A2 0005D7A0 ?AllocSysString@TSTRBUFFER@@QEBAJPEAPEAG@Z
       1956  7A3 0002B4F0 ?AllowBasic@CCommonConfigSettings@@UEBAHXZ
       1957  7A4 0002B4C0 ?AllowClientCertificate@CCommonConfigSettings@@UEBAHXZ
       1958  7A5 0002B4B0 ?AllowCredSsp@CCommonConfigSettings@@UEBAHXZ
       1959  7A6 0002B4D0 ?AllowKerberos@CCommonConfigSettings@@UEBAHXZ
       1960  7A7 0002B4E0 ?AllowNegotiate@CCommonConfigSettings@@UEBAHXZ
       1961  7A8 0002B500 ?AllowUnencrypted@CCommonConfigSettings@@UEBAHXZ
       1962  7A9 0005D820 ?Append@SBUFFER@@QEAAJPEAEI@Z
       1963  7AA 0005D8A0 ?Append@SBUFFER@@QEAAJPEAV1@@Z
       1964  7AB 0005D8C0 ?Append@TSTRBUFFER@@QEAAJPEBG@Z
       1965  7AC 0005D960 ?Append@TSTRBUFFER@@QEAAJPEBGII@Z
       1966  7AD 0005D9F0 ?AppendChar@TSTRBUFFER@@QEAAJG@Z
       1967  7AE 00085330 ?AppendEscapeXmlAttribute@TSTRBUFFER@@QEAAJPEBGG@Z
       1968  7AF 000854A0 ?AppendEscapeXmlContent@TSTRBUFFER@@QEAAJPEBG_N@Z
       1969  7B0 0002BE30 ?AppendXmlElem@TSTRBUFFER@@QEAAJPEBG0HKPEAU_XML_ATTRIB@@@Z
       1970  7B1 0002BE30 ?AppendXmlElemWithNamespace@TSTRBUFFER@@QEAAJPEBG00HKPEAU_XML_ATTRIB@@@Z
       1971  7B2 00085650 ?AppendXmlElemWithNamespaceAndPrefix@TSTRBUFFER@@QEAAJPEBG000HKPEAU_XML_ATTRIB@@@Z
       1972  7B3 00085720 ?AppendXmlElemWithPrefix@TSTRBUFFER@@QEAAJPEBG00HKPEAU_XML_ATTRIB@@@Z
       1973  7B4 000857D0 ?AppendXmlEndElem@TSTRBUFFER@@QEAAJPEBG@Z
       1974  7B5 00085830 ?AppendXmlEndElemWithPrefix@TSTRBUFFER@@QEAAJPEBG0@Z
       1975  7B6 000858C0 ?AppendXmlEndFragment@TSTRBUFFER@@QEAAJXZ
       1976  7B7 0005DA20 ?AppendXmlEndItem@TSTRBUFFER@@QEAAJXZ
       1977  7B8 000858E0 ?AppendXmlStartElem@TSTRBUFFER@@QEAAJPEBGHKPEAU_XML_ATTRIB@@@Z
       1978  7B9 0002BE30 ?AppendXmlStartElemWithNamespace@TSTRBUFFER@@QEAAJPEBG0HKPEAU_XML_ATTRIB@@@Z
       1979  7BA 00085A00 ?AppendXmlStartElemWithNamespaceAndPrefix@TSTRBUFFER@@QEAAJPEBG00HKPEAU_XML_ATTRIB@@@Z
       1980  7BB 00085BD0 ?AppendXmlStartElemWithNamespaces@TSTRBUFFER@@QEAAJPEBGKPEAU_XML_NAMESPACE_PREFIX@@HKPEAU_XML_ATTRIB@@@Z
       1981  7BC 00085D90 ?AppendXmlStartElemWithNamespacesAndPrefixes@TSTRBUFFER@@QEAAJPEBG0KPEAU_XML_NAMESPACE_PREFIX@@HKPEAU_XML_ATTRIB@@@Z
       1982  7BD 00085F80 ?AppendXmlStartElemWithPrefix@TSTRBUFFER@@QEAAJPEBG0HKPEAU_XML_ATTRIB@@@Z
       1983  7BE 000860E0 ?AppendXmlStartFragment@TSTRBUFFER@@QEAAJXZ
       1984  7BF 0005DA40 ?AppendXmlStartItem@TSTRBUFFER@@QEAAJXZ
       1985  7C0 00115890 ?ApplyQuota@UserRecord@@QEAA_NW4OperationType@@AEAVIRequestContext@@PEBVProvider@Catalog@@PEAVCServiceConfigSettings@@@Z
       1986  7C1 00199490 ?ApplySecurity@ConfigRegistry@@IEAAHPEAVIRequestContext@@PEAUHKEY__@@PEBG2@Z
       1987  7C2 0002BCD0 ?AsReference@?$SafeMap@PEAVCCertMapping@@UEmpty@@V?$SafeSet_Iterator@PEAVCCertMapping@@@@@@QEAAAEAV1@XZ
       1988  7C3 0002BCD0 ?AsReference@?$SafeMap@PEAVCListenerOperation@@UEmpty@@V?$SafeSet_Iterator@PEAVCListenerOperation@@@@@@QEAAAEAV1@XZ
       1989  7C4 0002BCD0 ?AsReference@?$SafeMap@PEAVCShellUriSettings@@UEmpty@@V?$SafeSet_Iterator@PEAVCShellUriSettings@@@@@@QEAAAEAV1@XZ
       1990  7C5 0002BCD0 ?AsReference@?$SafeMap@PEAXUEmpty@@V?$SafeSet_Iterator@PEAX@@@@QEAAAEAV1@XZ
       1991  7C6 0002BCD0 ?AsReference@?$SafeMap@UPluginKey@@KV?$SafeMap_Iterator@UPluginKey@@K@@@@QEAAAEAV1@XZ
       1992  7C7 0002BCD0 ?AsReference@?$SafeMap@UUserKey@@PEAVBlockedRecord@@V?$SafeMap_Iterator@UUserKey@@PEAVBlockedRecord@@@@@@QEAAAEAV1@XZ
       1993  7C8 0002BCD0 ?AsReference@?$SafeMap@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@V?$SafeMap_Iterator@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@@@@@QEAAAEAV1@XZ
       1994  7C9 0002BCD0 ?AsReference@?$SafeMap@VKey@Locale@@KV?$SafeMap_Iterator@VKey@Locale@@K@@@@QEAAAEAV1@XZ
       1995  7CA 0002BCD0 ?AsReference@?$SafeMap@VStringKeyCI@@KV?$SafeMap_Iterator@VStringKeyCI@@K@@@@QEAAAEAV1@XZ
       1996  7CB 0002BCD0 ?AsReference@?$SafeMap@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@V?$SafeMap_Iterator@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@@@@@QEAAAEAV1@XZ
       1997  7CC 0002BCD0 ?AsReference@?$SafeMap@VStringKeyStore@@PEAVExpiredOperationIdRecord@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@@@QEAAAEAV1@XZ
       1998  7CD 0002BCD0 ?AsReference@?$SafeMap@VStringKeyStore@@PEAVServerFullDuplexChannel@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVServerFullDuplexChannel@@@@@@QEAAAEAV1@XZ
       1999  7CE 0002BCD0 ?AsReference@?$SafeMap@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@V?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@@@QEAAAEAV1@XZ
       2000  7CF 0002BCD0 ?AsReference@?$SafeMap@_KPEAVSendPacketArgs@RobustConnectionBuffer@@V?$SafeMap_Iterator@_KPEAVSendPacketArgs@RobustConnectionBuffer@@@@@@QEAAAEAV1@XZ
       2001  7D0 00115FF0 ?AuthzComplete@UserRecord@@UEAAKPEAX0W4AdministratorType@UserAuthzRecord@@KPEBG@Z
       2002  7D1 001C5000 ?BOMS@PacketFormatter@@0QBUBOMInfo@1@B
       2003  7D2 0008FA20 ?BeginRevertToSelf@CSecurity@@SAHPEAPEAXK@Z
       2004  7D3 00074920 ?BuildFragmentTransfer@CWSManResourceNoResourceUri@@UEAAHAEAVBufferFormatter@@@Z
       2005  7D4 00029CF0 ?BuildOptionSet@CWSManResourceNoResourceUri@@QEAAHAEAVBufferFormatter@@@Z
       2006  7D5 00074AB0 ?BuildSelectorSet@CWSManEPR@@UEAAHAEAVBufferFormatter@@@Z
       2007  7D6 0002A370 ?BuildSelectorSet@CWSManResourceNoResourceUri@@UEAAHAEAVBufferFormatter@@@Z
       2008  7D7 001C8730 ?CHARSETS@PacketFormatter@@0QBUCharsetInfo@1@B
       2009  7D8 00174D60 ?ChangeLogging@CServiceConfigCache@@QEAAXW4ErrorLogging@@@Z
       2010  7D9 00199690 ?CheckSharedSSLConfiguration@ConfigRegistry@@IEAAHPEAVIRequestContext@@PEBG1HPEAH@Z
       2011  7DA 000C3400 ?Clear@?$SafeMap@UPluginKey@@KV?$SafeMap_Iterator@UPluginKey@@K@@@@QEAAXXZ
       2012  7DB 000C3400 ?Clear@?$SafeMap@VStringKeyCI@@KV?$SafeMap_Iterator@VStringKeyCI@@K@@@@QEAAXXZ
       2013  7DC 000C3400 ?Clear@?$SafeMap@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@V?$SafeMap_Iterator@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@@@@@QEAAXXZ
       2014  7DD 00137820 ?Clear@?$SafeMap@VStringKeyStore@@PEAVExpiredOperationIdRecord@@V?$SafeMap_Iterator@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@@@QEAAXXZ
       2015  7DE 00074B10 ?ClearKeys@CWSManResourceNoResourceUri@@QEAAHXZ
       2016  7DF 00074B60 ?ClearOptions@CWSManResourceNoResourceUri@@QEAAHXZ
       2017  7E0 00199A70 ?ClearRegistryKeys@ConfigRegistry@@IEAAHPEAVIRequestContext@@@Z
       2019  7E1 0008BDC0 ?CompleteWithErrorContext@CRequestContext@@QEAAXPEAU_WSMAN_PLUGIN_REQUEST@@@Z
       2020  7E2 001EF818 ?Confirm@ExtendedSemantic@@2KB
       2021  7E3 0005DA60 ?Copy@TSTRBUFFER@@QEAAJPEBG@Z
       2022  7E4 0007A850 ?CopyString@@YAPEAGPEAVIRequestContext@@W4CallSiteId@@PEBG@Z
       2023  7E5 0007A8B0 ?CopyString@@YAPEAGPEBGAEBHAEAVIRequestContext@@@Z
       2024  7E6 0005DAF0 ?CopyString@MessageId@PacketParser@@QEAAKPEBGH@Z
       2025  7E7 00078F50 ?CopyTo@CErrorContext@@UEBAXPEAVIRequestContext@@@Z
       2026  7E8 0002A990 ?CopyTo@CRequestContext@@UEBAXPEAVIRequestContext@@@Z
       2027  7E9 000910A0 ?CreateActivityId@EventHandler@WSMan@@SAXAEAU_GUID@@@Z
       2028  7EA 00098930 ?CreateAnEvent@SoapSemanticConverter@@QEAAKKPEAVSemanticMessage@@AEAVBufferFormatter@@PEAVIRequestContext@@@Z
       2029  7EB 0018F210 ?CreateAutoConfiguredListener@CConfigManager@@AEAAHPEAVIRequestContext@@PEAVLISTENER_IDENTITY@@@Z
       2030  7EC 0008FB90 ?CreateInstance@?$ILoader@VAdminSid@CSecurity@@@@IEAA_NAEAVIRequestContext@@@Z
       2031  7ED 00091130 ?CreateInstance@?$ILoader@VEventHandler@WSMan@@@@IEAA_NAEAVIRequestContext@@@Z
       2032  7EE 0008FC50 ?CreateInstance@?$ILoader@VInteractiveSid@CSecurity@@@@IEAA_NAEAVIRequestContext@@@Z
       2033  7EF 000922C0 ?CreateInstance@?$ILoader@VIpHlpApiDllLoader@@@@IEAA_NAEAVIRequestContext@@@Z
       2034  7F0 0007AE00 ?CreateInstance@?$ILoader@VMachineName@@@@IEAA_NAEAVIRequestContext@@@Z
       2035  7F1 0008FC50 ?CreateInstance@?$ILoader@VNetworkServiceSid@CSecurity@@@@IEAA_NAEAVIRequestContext@@@Z
       2036  7F2 00092390 ?CreateInstance@?$ILoader@VNtDsApiDllLoader@@@@IEAA_NAEAVIRequestContext@@@Z
       2037  7F3 0008E090 ?CreateInstance@?$ILoader@VResources@Locale@@@@IEAA_NAEAVIRequestContext@@@Z
       2038  7F4 00092460 ?CreateInstance@?$ILoader@VShell32DllLoader@@@@IEAA_NAEAVIRequestContext@@@Z
       2039  7F5 00092530 ?CreateInstance@?$ILoader@VShlWApiDllLoader@@@@IEAA_NAEAVIRequestContext@@@Z
       2040  7F6 000BC110 ?CreateInstance@?$ILoader@VSubscriptionManager@@@@IEAA_NAEAVIRequestContext@@@Z
       2041  7F7 00092600 ?CreateInstance@?$ILoader@VUser32DllLoader@@@@IEAA_NAEAVIRequestContext@@@Z
       2042  7F8 0007AEE0 ?CreateInstance@?$ILoader@VWSManMemCryptManager@@@@IEAA_NAEAVIRequestContext@@@Z
       2043  7F9 00199FA0 ?CreateKey@ConfigRegistry@@IEAAHPEAVIRequestContext@@PEBGPEAPEAUHKEY__@@1KPEAK@Z
       2044  7FA 00176050 ?CreateNew@CBaseConfigCache@@CAPEAV1@PEAVIRequestContext@@PEAVCConfigCacheMap@1@P6APEAV1@XZW4ErrorLogging@@H@Z
       2046  7FB 00097830 ?CreateRenderingInformation@CWSManSecurityUI@@AEAAHPEAVIRequestContext@@@Z
       2047  7FC 000991A0 ?CreateResponse@SoapSemanticConverter@@QEAAKKW4_MI_OperationCallback_ResponseType@@AEAVBufferFormatter@@PEAVIRequestContext@@@Z
       2048  7FD 00086870 ?CreateSessionGuid@SessionId@PacketParser@@QEAAKPEBGH@Z
       2049  7FE 0005DBC0 ?Data@?$SafeMap_Iterator@PEAVCCertMapping@@UEmpty@@@@IEBAAEAV?$STLMap@PEAVCCertMapping@@UEmpty@@@@XZ
       2050  7FF 0005DBC0 ?Data@?$SafeMap_Iterator@PEAVCListenerOperation@@UEmpty@@@@IEBAAEAV?$STLMap@PEAVCListenerOperation@@UEmpty@@@@XZ
       2051  800 0005DBC0 ?Data@?$SafeMap_Iterator@PEAVCShellUriSettings@@UEmpty@@@@IEBAAEAV?$STLMap@PEAVCShellUriSettings@@UEmpty@@@@XZ
       2052  801 0005DBC0 ?Data@?$SafeMap_Iterator@PEAXUEmpty@@@@IEBAAEAV?$STLMap@PEAXUEmpty@@@@XZ
       2053  802 0005DBC0 ?Data@?$SafeMap_Iterator@UPluginKey@@K@@IEBAAEAV?$STLMap@UPluginKey@@K@@XZ
       2054  803 0005DBC0 ?Data@?$SafeMap_Iterator@UUserKey@@PEAVBlockedRecord@@@@IEBAAEAV?$STLMap@UUserKey@@PEAVBlockedRecord@@@@XZ
       2055  804 0005DBC0 ?Data@?$SafeMap_Iterator@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@@@IEBAAEAV?$STLMap@VCertThumbprintKey@@VCertThumbprintMappedSet@CServiceConfigSettings@@@@XZ
       2056  805 0005DBC0 ?Data@?$SafeMap_Iterator@VKey@Locale@@K@@IEBAAEAV?$STLMap@VKey@Locale@@K@@XZ
       2057  806 0005DBC0 ?Data@?$SafeMap_Iterator@VStringKeyCI@@K@@IEBAAEAV?$STLMap@VStringKeyCI@@K@@XZ
       2058  807 0005DBC0 ?Data@?$SafeMap_Iterator@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@@@IEBAAEAV?$STLMap@VStringKeyCI@@UUSER_CONTEXT_INFO@WSManHttpListener@@@@XZ
       2059  808 0005DBC0 ?Data@?$SafeMap_Iterator@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@IEBAAEAV?$STLMap@VStringKeyStore@@PEAVExpiredOperationIdRecord@@@@XZ
       2060  809 0005DBC0 ?Data@?$SafeMap_Iterator@VStringKeyStore@@PEAVServerFullDuplexChannel@@@@IEBAAEAV?$STLMap@VStringKeyStore@@PEAVServerFullDuplexChannel@@@@XZ
       2061  80A 0005DBC0 ?Data@?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@IEBAAEAV?$STLMap@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@XZ
       2062  80B 0005DBC0 ?Data@?$SafeMap_Iterator@_KPEAVSendPacketArgs@RobustConnectionBuffer@@@@IEBAAEAV?$STLMap@_KPEAVSendPacketArgs@RobustConnectionBuffer@@@@XZ
       2063  80C 0005DBD0 ?DeInitialize@?$SafeMap@PEAVCCertMapping@@UEmpty@@V?$SafeMap_Iterator@PEAVCCertMapping@@UEmpty@@@@@@UEAA_NAEAVIRequestContext@@@Z
